VxL.x,VxL.y,VxL.z,normL,errorAileron,errorRudder,errorElevator,errorThrottle,P_des.x,P_des.y,P_des.z,P_is.x,P_is.y,P_is.z,L_is.x,L_is.y,L_is.z,aCMDin.x,aCMDin.y,aCMDin.z,aCMDb.x,aCMDb.y,aCMDb.z,ACMDb.x,ACMD.y,ACMDb.z
627.8751,-1.849884,-36.99767,0.000199,0.122124,0.234233,-2.189651,0.500000,0.000000,0.000000,0.000000,-364.0554,31.85125,-1.179450,0.000000,100.0000,-5.000000,0.122035,0.890550,2.026494,0.255371,-0.234233,2.189651,3.121512,0.121820,-7.185558
768.9610,-1.352446,-27.04891,0.000199,0.150317,0.242427,-2.657820,0.500000,0.000000,0.000000,0.000000,-364.1328,34.71604,-1.567270,0.000000,100.0000,-5.000000,0.085479,1.299370,2.365079,0.408034,-0.242427,2.657820,3.765595,0.149752,-6.551365
844.3611,-0.994138,-19.88277,0.000199,0.157848,0.240975,-2.893517,0.500000,0.000000,0.000000,0.000000,-364.1850,36.79729,-1.918690,0.000000,100.0000,-5.000000,0.060958,1.548690,2.511284,0.527441,-0.240975,2.893517,4.092169,0.157194,-6.237216
876.8749,-0.778417,-15.56834,0.000199,0.158300,0.234629,-2.984499,0.500000,0.000000,0.000000,0.000000,-364.2203,38.29869,-2.209190,0.000000,100.0000,-5.000000,0.046951,1.662539,2.561390,0.603878,-0.234629,2.984499,4.204404,0.157640,-6.132432
888.3436,-0.603036,-12.06073,0.000199,0.156898,0.222372,-3.000019,0.500000,0.000000,0.000000,0.000000,-364.2577,39.97492,-2.567790,0.000000,100.0000,-5.000000,0.036019,1.703060,2.567923,0.668113,-0.222372,3.000019,4.181513,0.156255,-6.151416
830.8872,-0.537765,-10.75530,0.000199,0.157215,0.192354,-2.776520,0.500000,0.000000,0.000000,0.000000,-364.3191,42.92520,-3.265210,0.000000,100.0000,-5.000000,0.032555,1.499536,2.440022,0.676247,-0.192354,2.776520,3.686711,0.156569,-6.553617
719.3812,-0.684486,-13.68973,0.000199,0.161102,0.167352,-2.397327,0.500000,0.000000,0.000000,0.000000,-364.3628,45.12312,-3.802850,0.000000,100.0000,-5.000000,0.042781,1.142361,2.190981,0.576220,-0.167352,2.397327,2.949035,0.160406,-7.115739
630.8861,-0.817209,-16.34419,0.000199,0.164506,0.153661,-2.103347,0.500000,0.000000,0.000000,0.000000,-364.3880,46.40417,-4.106660,0.000000,100.0000,-5.000000,0.052204,0.893106,1.970444,0.485109,-0.153661,2.103347,2.417324,0.163765,-7.509243
430.1519,-1.097814,-21.95627,0.000199,0.170556,0.131832,-1.439041,0.500000,0.000000,0.000000,0.000000,-364.4355,48.78833,-4.624720,0.000000,100.0000,-5.000000,0.072782,0.440297,1.403898,0.286129,-0.131832,1.439041,1.327653,0.169730,-8.310850
177.3033,-1.390441,-27.80881,0.000199,0.170916,0.114458,-0.595124,0.500000,0.000000,0.000000,0.000000,-364.4883,51.36950,-5.079450,0.000000,100.0000,-5.000000,0.094490,0.094149,0.597741,0.088396,-0.114458,0.595124,0.137740,0.170085,-9.210624
42.80557,-1.522251,-30.44501,0.000199,0.166078,0.108170,-0.141844,0.500000,0.000000,0.000000,0.000000,-364.5155,52.66609,-5.255160,0.000000,100.0000,-5.000000,0.103872,0.012779,0.145405,0.016573,-0.108170,0.141844,-0.422865,0.165316,-9.654491
-113.6613,-1.656837,-33.13674,0.000199,0.155798,0.102675,0.388637,0.500000,0.000000,0.000000,0.000000,-364.5473,54.15224,-5.407550,0.000000,100.0000,-5.000000,0.112739,0.008612,-0.387134,-0.032800,-0.102675,-0.388637,-1.016266,0.155168,-10.14581
-384.6196,-1.843735,-36.87469,0.000199,0.119655,0.096839,1.311233,0.500000,0.000000,0.000000,0.000000,-364.6046,56.76053,-5.538900,0.000000,100.0000,-5.000000,0.122392,0.233432,-1.288277,-0.020475,-0.096839,-1.311233,-1.905347,0.119370,-10.93602
-638.8717,-1.946204,-38.92409,0.000199,0.049363,0.096548,2.172712,0.500000,0.000000,0.000000,0.000000,-364.6632,59.37041,-5.488970,0.000000,100.0000,-5.000000,0.122962,0.714611,-2.053950,0.120410,-0.096548,-2.172712,-2.579889,0.049343,-11.60262
-737.8356,-1.955898,-39.11797,0.000199,0.009122,0.098368,2.504080,0.500000,0.000000,0.000000,0.000000,-364.6883,60.48678,-5.410340,0.000000,100.0000,-5.000000,0.120223,0.973332,-2.316298,0.216735,-0.098368,-2.504080,-2.786165,0.009122,-11.84256
-909.3986,-1.900333,-38.00666,0.000199,-0.084529,0.105248,3.068119,0.500000,0.000000,0.000000,0.000000,-364.7383,62.71159,-5.149180,0.000000,100.0000,-5.000000,0.109900,1.517501,-2.705506,0.458489,-0.105248,-3.068119,-3.022739,-0.084428,-12.23964
-1010.403,-1.786695,-35.73391,0.000199,-0.158759,0.111859,3.391062,0.500000,0.000000,0.000000,0.000000,-364.7750,64.37116,-4.863750,0.000000,100.0000,-5.000000,0.098853,1.894797,-2.889909,0.663165,-0.111859,-3.391062,-3.041971,-0.158093,-12.47434
-1121.008,-1.516244,-30.32487,0.000199,-0.252663,0.118915,3.730539,0.500000,0.000000,0.000000,0.000000,-364.8339,67.11858,-4.229930,0.000000,100.0000,-5.000000,0.079543,2.355977,-3.058271,0.989396,-0.118915,-3.730539,-2.806749,-0.249984,-12.77533
-1146.325,-1.372305,-27.44610,0.000199,-0.280449,0.120140,3.803895,0.500000,0.000000,0.000000,0.000000,-364.8639,68.57600,-3.822540,0.000000,100.0000,-5.000000,0.071407,2.467782,-3.105826,1.121227,-0.120140,-3.803895,-2.562736,-0.276788,-12.89455
-1146.113,-1.245132,-24.90265,0.000199,-0.298007,0.121362,3.800092,0.500000,0.000000,0.000000,0.000000,-364.8931,70.03072,-3.377870,0.000000,100.0000,-5.000000,0.065429,2.465109,-3.134585,1.204673,-0.121362,-3.800092,-2.247556,-0.293615,-12.98097
-1082.444,-1.158730,-23.17460,0.000199,-0.286545,0.120700,3.606231,0.500000,0.000000,0.000000,0.000000,-364.9428,72.58033,-2.543030,0.000000,100.0000,-5.000000,0.064363,2.182829,-3.115450,1.206417,-0.120700,-3.606231,-1.584576,-0.282640,-13.00943
-1001.406,-1.208417,-24.16834,0.000199,-0.258158,0.120175,3.360780,0.500000,0.000000,0.000000,0.000000,-364.9745,74.23016,-1.993960,0.000000,100.0000,-5.000000,0.070622,1.850856,-3.018768,1.111006,-0.120175,-3.360780,-1.133476,-0.255300,-12.90961
-837.2531,-1.379466,-27.58932,0.000199,-0.206813,0.121516,2.850988,0.500000,0.000000,0.000000,0.000000,-365.0206,76.63924,-1.224200,0.000000,100.0000,-5.000000,0.086938,1.264933,-2.701576,0.873626,-0.121516,-2.850988,-0.499468,-0.205342,-12.56406
-352.3068,-0.845930,-16.91861,0.000199,-0.118099,0.047814,0.822832,0.500000,0.000000,0.000000,0.000000,-365.0623,79.67231,-0.556120,0.000000,100.0000,-5.000000,0.039350,0.206705,-0.829755,0.231149,-0.047814,-0.822832,0.527267,-0.117825,-10.62811
145.7121,-0.610973,-12.21947,0.000199,-0.129871,0.036496,-0.488135,0.500000,0.000000,0.000000,0.000000,-365.0658,80.17014,-0.684160,0.000000,100.0000,-5.000000,0.040845,0.066843,0.483728,0.022841,-0.036496,0.488135,0.906015,-0.129507,-9.281586
595.8715,0.378079,7.561591,0.000199,-0.070361,-0.051457,-1.966726,0.500000,0.000000,0.000000,0.000000,-365.0648,82.17543,-0.898110,0.000000,100.0000,-5.000000,-0.023622,0.799545,1.821525,0.295173,0.051457,1.966726,2.861189,-0.070303,-7.500948
781.2769,0.231870,4.637412,0.000199,-0.054645,-0.046965,-2.537148,0.500000,0.000000,0.000000,0.000000,-365.0498,84.86646,-1.365330,0.000000,100.0000,-5.000000,-0.013537,1.328501,2.214298,0.478420,0.046965,2.537148,3.879266,-0.054618,-6.663940
-108.0660,1.919184,38.38368,0.000199,0.782928,-0.000563,0.027490,0.500000,0.000000,0.000000,0.000000,-365.0974,81.56350,-0.090790,0.000000,100.0000,-5.000000,-0.003296,0.025716,-0.010565,-0.005270,0.000563,-0.027490,-9.600477,0.705358,-1.943577
943.9067,0.230530,4.610602,0.000199,-0.010626,-0.035015,-2.992693,0.500000,0.000000,0.000000,0.000000,-365.0309,88.56284,-2.130340,0.000000,100.0000,-5.000000,-0.012245,1.898118,2.411982,0.680606,0.035015,2.992693,4.886656,-0.010626,-5.869766
71.94375,-0.405084,-8.101690,0.000199,0.536160,0.005087,-0.013050,0.500000,0.000000,0.000000,0.000000,-365.1062,81.82381,-0.057380,0.000000,100.0000,-5.000000,0.001304,0.011008,0.011029,-0.006953,-0.005087,0.013050,9.270328,0.510839,-3.133692
-59.99283,0.233326,4.666532,0.000199,-0.174353,0.002820,-0.001344,0.500000,0.000000,0.000000,0.000000,-365.1141,81.92374,-0.020400,0.000000,100.0000,-5.000000,0.000114,0.007279,0.001103,-0.006666,-0.002820,0.001344,3.397951,0.173471,9.199909
1072.440,0.324963,6.499267,0.000199,0.030305,-0.017365,-3.252395,0.500000,0.000000,0.000000,0.000000,-365.0071,93.66570,-3.455420,0.000000,100.0000,-5.000000,-0.015141,2.413490,2.377759,0.948959,0.017365,3.252395,5.728986,0.030300,-5.314243
1080.197,0.273162,5.463245,0.000199,0.013253,-0.021818,-3.231726,0.500000,0.000000,0.000000,0.000000,-365.0002,95.15179,-3.901240,0.000000,100.0000,-5.000000,-0.012435,2.444716,2.336497,0.995733,0.021818,3.231726,5.777388,0.013253,-5.334009
1069.936,0.148324,2.966493,0.000199,-0.019647,-0.030090,-3.137602,0.500000,0.000000,0.000000,0.000000,-364.9897,97.42440,-4.626800,0.000000,100.0000,-5.000000,-0.006632,2.397439,2.272138,1.031947,0.030090,3.137602,5.687518,-0.019646,-5.497169
1045.451,-0.067269,-1.345397,0.000199,-0.072469,-0.042490,-3.016565,0.500000,0.000000,0.000000,0.000000,-364.9807,99.49714,-5.322130,0.000000,100.0000,-5.000000,0.002999,2.291283,2.215899,1.028943,0.042490,3.016565,5.501731,-0.072406,-5.713673
1026.502,-0.185957,-3.719148,0.000199,-0.099576,-0.047415,-2.935537,0.500000,0.000000,0.000000,0.000000,-364.9754,100.7569,-5.754900,0.000000,100.0000,-5.000000,0.008304,2.211262,2.181507,1.014442,0.047415,2.935537,5.365089,-0.099412,-5.855731
992.7748,-0.275643,-5.512872,0.000199,-0.116424,-0.047558,-2.804610,0.500000,0.000000,0.000000,0.000000,-364.9685,102.6266,-6.404520,0.000000,100.0000,-5.000000,0.012391,2.072742,2.127856,0.977792,0.047558,2.804610,5.128458,-0.116161,-6.082530
947.0211,-0.321942,-6.438850,0.000199,-0.125279,-0.044811,-2.646682,0.500000,0.000000,0.000000,0.000000,-364.9624,104.4748,-7.048420,0.000000,100.0000,-5.000000,0.014691,1.892614,2.066113,0.918744,0.044811,2.646682,4.806957,-0.124951,-6.358265
870.7988,-0.329330,-6.586608,0.000199,-0.130936,-0.039516,-2.409783,0.500000,0.000000,0.000000,0.000000,-364.9564,106.6086,-7.780780,0.000000,100.0000,-5.000000,0.015496,1.611293,1.968146,0.813317,0.039516,2.409783,4.274544,-0.130562,-6.767748
822.2713,-0.311489,-6.229785,0.000199,-0.131322,-0.036163,-2.267502,0.500000,0.000000,0.000000,0.000000,-364.9536,107.6686,-8.134210,0.000000,100.0000,-5.000000,0.014948,1.444008,1.900837,0.745444,0.036163,2.267502,3.943789,-0.130944,-7.004971
715.0907,-0.246739,-4.934791,0.000199,-0.128269,-0.029557,-1.963800,0.500000,0.000000,0.000000,0.000000,-364.9486,109.6293,-8.757529,0.000000,100.0000,-5.000000,0.012318,1.106696,1.729769,0.599704,0.029557,1.963800,3.243180,-0.127918,-7.482010
629.5963,-0.181848,-3.636972,0.000199,-0.121930,-0.024934,-1.726680,0.500000,0.000000,0.000000,0.000000,-364.9453,110.9833,-9.157200,0.000000,100.0000,-5.000000,0.009324,0.869365,1.570670,0.490756,0.024934,1.726680,2.714415,-0.121628,-7.826851
27.77456,-0.418452,-8.369054,0.000199,-0.036241,0.001115,-0.000064,0.500000,0.000000,0.000000,0.000000,-365.1273,81.96624,-0.051130,0.000000,100.0000,-5.000000,0.000333,0.001730,0.001021,0.001702,-0.001115,0.000064,-5.598169,-0.036233,-8.054518
-4.655116,-0.079985,-1.599713,0.000199,-0.124565,0.000039,0.000010,0.500000,0.000000,0.000000,0.000000,-365.1256,81.96767,-0.070470,0.000000,100.0000,-5.000000,0.000019,0.000045,-0.000059,0.000065,-0.000039,-0.000010,7.908650,-0.124243,-5.803024
8.739965,-0.836479,-16.72959,0.000199,0.178400,0.001157,-0.000047,0.500000,0.000000,0.000000,0.000000,-365.1245,81.96855,-0.052380,0.000000,100.0000,-5.000000,0.000927,0.000734,0.000447,-0.000509,-0.001157,0.000047,9.316304,-0.177455,3.066317
118.1860,0.144501,2.890033,0.000199,-0.069286,-0.011111,-0.324262,0.500000,0.000000,0.000000,0.000000,-364.9261,117.7484,-10.61248,0.000000,100.0000,-5.000000,-0.007985,0.044101,0.324376,0.044260,0.011111,0.324262,0.036805,-0.069231,-9.485405
0.085875,0.210161,4.203236,0.000199,-0.163471,0.000075,-0.000002,0.500000,0.000000,0.000000,0.000000,-365.1208,81.96487,-0.011890,0.000000,100.0000,-5.000000,0.000067,0.000035,-0.000003,-0.000003,-0.000075,0.000002,-8.848625,0.162744,4.232201
-122.8812,0.221627,4.432557,0.000199,-0.043388,-0.010424,0.336978,0.500000,0.000000,0.000000,0.000000,-364.9159,120.7564,-10.90670,0.000000,100.0000,-5.000000,-0.012140,0.013302,-0.337225,-0.019551,0.010424,-0.336978,-0.969728,-0.043374,-10.10071
-257.3235,0.243143,4.862872,0.000199,-0.028793,-0.011192,0.704268,0.500000,0.000000,0.000000,0.000000,-364.9094,122.5585,-10.96633,0.000000,100.0000,-5.000000,-0.013089,0.097272,-0.697510,-0.005961,0.011192,-0.704268,-1.441193,-0.028789,-10.40863
-355.8073,0.252238,5.044773,0.000199,-0.027536,-0.011457,0.971566,0.500000,0.000000,0.000000,0.000000,-364.9038,124.0570,-10.94809,0.000000,100.0000,-5.000000,-0.013326,0.205109,-0.950161,0.031342,0.011457,-0.971566,-1.726964,-0.027533,-10.62262
-1.808050,-0.013542,-0.270852,0.000199,0.000869,0.000003,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1212,81.96547,-0.000000,0.000000,100.0000,-5.000000,0.000000,0.000006,-0.000001,-0.000005,-0.000003,0.000000,-2.985998,-0.000869,9.344514
-502.8440,0.263044,5.260886,0.000199,-0.025743,-0.012019,1.366416,0.500000,0.000000,0.000000,0.000000,-364.8934,126.7449,-10.76948,0.000000,100.0000,-5.000000,-0.013380,0.439451,-1.300939,0.136021,0.012019,-1.366416,-2.066420,-0.025740,-10.92591
-596.3660,0.259310,5.186206,0.000199,-0.012932,-0.013574,1.613715,0.500000,0.000000,0.000000,0.000000,-364.8852,128.8259,-10.51068,0.000000,100.0000,-5.000000,-0.012794,0.634433,-1.503025,0.239779,0.013574,-1.613715,-2.204644,-0.012931,-11.11425
-660.3893,0.246558,4.931175,0.000199,0.001408,-0.015146,1.780083,0.500000,0.000000,0.000000,0.000000,-364.8775,130.7504,-10.18390,0.000000,100.0000,-5.000000,-0.011887,0.788528,-1.631467,0.338639,0.015146,-1.780083,-2.203887,0.001408,-11.25486
0.273694,-0.031418,-0.628375,0.000199,-0.000188,0.000001,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1213,81.96564,0.000020,0.000000,100.0000,-5.000000,0.000001,0.000001,0.000001,-0.000001,-0.000001,0.000000,8.744878,0.000188,4.445581
-711.4904,0.228465,4.569319,0.000199,0.018379,-0.016669,1.912662,0.500000,0.000000,0.000000,0.000000,-364.8658,133.7003,-9.545830,0.000000,100.0000,-5.000000,-0.010854,0.923140,-1.736274,0.456506,0.016669,-1.912662,-2.011755,0.018378,-11.40707
0.181932,-0.019513,-0.390264,0.000199,-0.000348,0.000001,0.000000,0.500000,0.000000,0.000000,0.000000,-365.1214,81.96587,0.000220,0.000000,100.0000,-5.000000,0.000001,0.000000,0.000000,0.000000,-0.000001,-0.000000,-9.389030,0.000348,2.842923
-734.7891,0.213070,4.261414,0.000199,0.031588,-0.017470,1.976796,0.500000,0.000000,0.000000,0.000000,-364.8540,136.6482,-8.790080,0.000000,100.0000,-5.000000,-0.010124,0.987415,-1.795159,0.538200,0.017470,-1.976796,-1.765447,0.031583,-11.51247
-0.182261,-0.016575,-0.331505,0.000199,-0.000830,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1216,81.96622,0.000100,0.000000,100.0000,-5.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,9.231332,-0.000830,-3.319429
-715.7000,0.209997,4.199957,0.000199,0.038759,-0.017395,1.933956,0.500000,0.000000,0.000000,0.000000,-364.8417,139.7507,-7.909710,0.000000,100.0000,-5.000000,-0.010205,0.932650,-1.785668,0.563967,0.017395,-1.933956,-1.361610,0.038750,-11.55309
-688.1915,0.215997,4.319956,0.000199,0.039148,-0.017095,1.867113,0.500000,0.000000,0.000000,0.000000,-364.8352,141.3833,-7.431110,0.000000,100.0000,-5.000000,-0.010697,0.857536,-1.747076,0.548955,0.017095,-1.867113,-1.113914,0.039138,-11.53513
-633.7708,0.228027,4.560552,0.000199,0.037689,-0.016667,1.731703,0.500000,0.000000,0.000000,0.000000,-364.8261,143.6219,-6.777590,0.000000,100.0000,-5.000000,-0.011635,0.718722,-1.652929,0.499797,0.016667,-1.731703,-0.763839,0.037680,-11.45995
-599.5782,0.243553,4.871073,0.000199,0.031940,-0.016230,1.644950,0.500000,0.000000,0.000000,0.000000,-364.8213,144.8226,-6.434060,0.000000,100.0000,-5.000000,-0.012627,0.637930,-1.586231,0.465962,0.016230,-1.644950,-0.575170,0.031935,-11.39953
-544.8824,0.266812,5.336258,0.000199,0.021281,-0.015605,1.504273,0.500000,0.000000,0.000000,0.000000,-364.8140,146.6330,-5.931220,0.000000,100.0000,-5.000000,-0.014143,0.518863,-1.470134,0.409428,0.015605,-1.504273,-0.311349,0.021280,-11.28776
-0.366149,0.000824,0.016484,0.000199,0.000511,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1217,81.96653,0.000030,0.000000,100.0000,-5.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,5.474438,-0.000511,8.140432
-444.4461,0.319149,6.382993,0.000199,-0.011421,-0.014472,1.239310,0.500000,0.000000,0.000000,0.000000,-364.8012,149.8273,-5.096610,0.000000,100.0000,-5.000000,-0.017472,0.332498,-1.233241,0.309267,0.014472,-1.239310,0.125046,-0.011421,-11.04755
0.126495,0.007549,0.150998,0.000199,-0.000626,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1219,81.96677,0.000170,0.000000,100.0000,-5.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-9.585421,-0.000626,-2.087057
-1.424614,0.003868,0.077366,0.000199,-0.000194,0.000002,-0.000001,0.500000,0.000000,0.000000,0.000000,-365.1219,81.96676,0.000010,0.000000,100.0000,-5.000000,0.000000,0.000004,0.000000,0.000003,-0.000002,0.000001,1.840955,-0.000194,-9.635714
-1.239174,-0.034595,-0.691911,0.000199,0.002612,0.000003,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1219,81.96684,-0.000070,0.000000,100.0000,-5.000000,0.000001,0.000003,-0.000003,0.000004,-0.000003,0.000000,7.696257,0.002612,-6.083073
-241.0451,0.353889,7.077788,0.000199,-0.093337,-0.012850,0.682243,0.500000,0.000000,0.000000,0.000000,-364.7782,156.4535,-3.628190,0.000000,100.0000,-5.000000,-0.020137,0.081521,-0.689879,0.131771,0.012850,-0.682243,0.849809,-0.093202,-10.46535
-193.3156,0.326579,6.531587,0.000199,-0.106811,-0.012084,0.548523,0.500000,0.000000,0.000000,0.000000,-364.7732,158.3172,-3.283090,0.000000,100.0000,-5.000000,-0.018669,0.046894,-0.554918,0.097251,0.012084,-0.548523,0.991465,-0.106608,-10.31696
-154.5363,0.288693,5.773878,0.000199,-0.112620,-0.011041,0.439262,0.500000,0.000000,0.000000,0.000000,-364.7694,160.0291,-2.992290,0.000000,100.0000,-5.000000,-0.016545,0.025504,-0.444123,0.071390,0.011041,-0.439262,1.088720,-0.112382,-10.19559
-126.8506,0.246218,4.924370,0.000199,-0.113492,-0.009609,0.360962,0.500000,0.000000,0.000000,0.000000,-364.7667,161.5876,-2.749720,0.000000,100.0000,-5.000000,-0.014124,0.013923,-0.364532,0.053763,0.009609,-0.360962,1.129031,-0.113249,-10.11108
-0.700508,0.002700,0.054008,0.000199,0.000120,0.000000,-0.000001,0.500000,0.000000,0.000000,0.000000,-365.1223,81.96756,0.000060,0.000000,100.0000,-5.000000,0.000000,0.000001,0.000000,0.000000,-0.000000,0.000001,9.656653,0.000120,-1.727764
-0.384244,0.012805,0.256104,0.000199,0.001390,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1223,81.96758,0.000080,0.000000,100.0000,-5.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,7.780061,-0.001390,5.975512
0.027228,0.009059,0.181195,0.000199,-0.000451,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1223,81.96758,0.000210,0.000000,100.0000,-5.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-6.673802,0.000451,7.190026
-97.72100,0.070356,1.407133,0.000199,-0.062126,-0.002211,0.278526,0.500000,0.000000,0.000000,0.000000,-364.7613,168.1443,-1.927720,0.000000,100.0000,-5.000000,-0.004028,0.005053,-0.280040,0.029708,0.002211,-0.278526,0.894513,-0.062086,-10.05012
0.105820,-0.000889,-0.017797,0.000199,0.000194,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1225,81.96780,0.000240,0.000000,100.0000,-5.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-1.321400,0.000194,-9.720596
-95.89890,0.023817,0.476356,0.000199,-0.025772,-0.000635,0.273350,0.500000,0.000000,0.000000,0.000000,-364.7609,170.6441,-1.675010,0.000000,100.0000,-5.000000,-0.001362,0.004620,-0.274552,0.026105,0.000635,-0.273350,0.794421,-0.025769,-10.05318
-0.611587,-0.037783,-0.755667,0.000199,0.000528,0.000000,-0.000001,0.500000,0.000000,0.000000,0.000000,-365.1227,81.96788,0.000290,0.000000,100.0000,-5.000000,-0.000001,0.000001,0.000000,-0.000001,-0.000000,0.000001,5.068725,-0.000528,8.399055
0.058850,-0.019287,-0.385750,0.000199,0.000495,0.000001,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1227,81.96819,0.000200,0.000000,100.0000,-5.000000,0.000001,0.000000,0.000000,0.000000,-0.000001,0.000000,-2.795978,-0.000495,9.403116
-128.2911,-0.007164,-0.143284,0.000199,0.009661,0.000042,0.365560,0.500000,0.000000,0.000000,0.000000,-364.7609,176.1124,-1.201580,0.000000,100.0000,-5.000000,0.000408,0.014511,-0.366481,0.029747,-0.000042,-0.365560,0.437921,0.009660,-10.16706
-0.278070,-0.013814,-0.276289,0.000199,-0.001919,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1228,81.96836,-0.000060,0.000000,100.0000,-5.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,4.490154,-0.001919,-8.722076
0.785903,0.041357,0.827143,0.000199,0.001131,0.000003,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1229,81.96841,0.000200,0.000000,100.0000,-5.000000,0.000002,0.000002,-0.000002,0.000002,-0.000003,0.000000,9.102043,0.001131,-3.659094
-59.03902,-0.090853,-1.817073,0.000199,0.019505,0.004719,0.166739,0.500000,0.000000,0.000000,0.000000,-364.7626,181.2573,-0.853280,0.000000,100.0000,-5.000000,0.005134,-0.001376,-0.166743,0.002695,-0.004719,-0.166739,0.242820,0.019503,-9.973769
12.05886,-0.115204,-2.304080,0.000199,0.022432,0.006581,-0.033839,0.500000,0.000000,0.000000,0.000000,-364.7650,182.6465,-0.854980,0.000000,100.0000,-5.000000,0.006478,0.001991,0.033805,0.000566,-0.006581,0.033839,0.410211,0.022430,-9.767561
0.329665,0.027892,0.557840,0.000199,-0.000468,0.000001,0.000000,0.500000,0.000000,0.000000,0.000000,-365.1229,81.96848,0.000160,0.000000,100.0000,-5.000000,0.000001,0.000001,-0.000000,0.000000,-0.000001,-0.000000,-9.801412,-0.000468,-0.410393
107.0953,-0.068644,-1.372898,0.000199,0.011588,0.004336,-0.298661,0.500000,0.000000,0.000000,0.000000,-364.7687,185.2527,-0.938350,0.000000,100.0000,-5.000000,0.003824,0.037709,0.296473,0.010754,-0.004336,0.298661,0.897446,0.011588,-9.471171
146.1284,-0.068682,-1.373652,0.000199,0.001033,0.004029,-0.406117,0.500000,0.000000,0.000000,0.000000,-364.7709,187.3894,-1.009900,0.000000,100.0000,-5.000000,0.003803,0.062677,0.401464,0.012992,-0.004029,0.406117,1.215511,0.001033,-9.329900
-0.602566,-0.009652,-0.193054,0.000199,-0.001563,0.000000,-0.000001,0.500000,0.000000,0.000000,0.000000,-365.1230,81.96883,0.000150,0.000000,100.0000,-5.000000,0.000000,0.000001,-0.000000,-0.000000,-0.000000,0.000001,3.745611,0.001563,9.066781
189.5640,-0.069201,-1.384037,0.000199,-0.008898,0.003469,-0.523829,0.500000,0.000000,0.000000,0.000000,-364.7738,190.4278,-1.108160,0.000000,100.0000,-5.000000,0.003795,0.097442,0.514985,0.017615,-0.003469,0.523829,1.516478,-0.008898,-9.170987
205.9877,-0.071657,-1.433158,0.000199,-0.015590,0.003103,-0.567088,0.500000,0.000000,0.000000,0.000000,-364.7756,192.2422,-1.171450,0.000000,100.0000,-5.000000,0.003908,0.112464,0.556199,0.020540,-0.003103,0.567088,1.615500,-0.015590,-9.112377
-0.489614,-0.004859,-0.097183,0.000199,-0.000465,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.1230,81.96877,0.000150,0.000000,100.0000,-5.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-3.125911,-0.000465,-9.298644
213.8649,-0.075214,-1.504284,0.000199,-0.017498,0.003080,-0.585602,0.500000,0.000000,0.000000,0.000000,-364.7780,194.6503,-1.264040,0.000000,100.0000,-5.000000,0.004077,0.119936,0.573673,0.023697,-0.003080,0.585602,1.641400,-0.017497,-9.090085
-0.038311,0.001149,0.022994,0.000199,0.000097,-0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.0000,-399.9478,-0.873750,0.000000,100.0000,-5.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.996934,0.000097,-9.759212
0.007477,-0.000649,-0.012988,0.000199,-0.000000,0.000000,-0.000000,0.500000,0.000000,0.000000,0.000000,-365.0000,-399.9472,-0.873700,0.000000,100.0000,-5.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.994396,-0.000000,-9.759471
0.989578,0.009213,0.184270,0.000199,0.001661,-0.000002,-0.000011,0.500000,0.000000,0.000000,0.000000,-364.9999,-399.9425,-0.873990,0.000000,100.0000,-5.000000,-0.000002,0.000002,0.000011,0.000001,0.000002,0.000011,0.971753,0.001661,-9.761741
1.946103,0.017559,0.351196,0.000199,0.004303,-0.000006,-0.000038,0.500000,0.000000,0.000000,0.000000,-364.9996,-399.9357,-0.874949,0.000000,100.0000,-5.000000,-0.000006,0.000009,0.000037,0.000006,0.000006,0.000038,0.947350,0.004303,-9.764111
